"PC1","PC2","LESIONS","ROI"
-2.55577569502537,-0.237610823855028,"Inv Cancer","Epithelial"
-1.87316729305718,0.860482570577969,"FT.C","Epithelial"
4.12754346960798,-2.99767141003508,"FT.C","Epithelial"
0.950190313578614,-0.581220804358156,"FT.C","Epithelial"
2.01055087482478,-2.67624169382767,"FT.C","Epithelial"
14.0105680755948,-5.03771298549082,"Fimbriae.C","Epithelial"
12.2238745749859,-0.0569898004717508,"Fimbriae.C","Epithelial"
-0.187158174252486,0.0992583239035073,"Fimbriae.C","Epithelial"
4.38621102613201,-4.80441115856556,"Cancer (Floating)","Epithelial"
5.62089990729563,-0.473182465224906,"Cancer (Floating)","Epithelial"
12.8356543052399,-0.835861301811989,"Cancer (Floating)","Epithelial"
-2.34052014142733,0.295728310573303,"Fimbriae.C","Epithelial"
0.447304359597478,1.97243288690765,"Fimbriae.C","Epithelial"
-1.32842811259018,0.147169535239754,"Fimbriae.C","Epithelial"
0.440522960176883,0.032043531428269,"Inv Cancer","Epithelial"
2.58393750685295,0.449679281596568,"Inv Cancer","Epithelial"
-1.26646786626487,-0.990064166653623,"Inv Cancer","Epithelial"
-1.77414535400444,-0.207529208470256,"Inv Cancer","Epithelial"
-1.74065361447918,-0.240312673591216,"Inv Cancer","Epithelial"
-1.71649130681538,-0.415606756100107,"Inv Cancer","Epithelial"
-0.360334944904322,0.119547968622074,"STIC.C","Epithelial"
-1.39474385344507,-0.181548471616531,"STIC.C","Epithelial"
0.249254750906198,-1.14815625859006,"STIC.C","Epithelial"
-1.91770656733173,-0.345983683177386,"STIC.C","Epithelial"
-1.96725225982825,-0.201843362517526,"STIC.C","Epithelial"
-1.97345679556675,-0.123265186269999,"STIC.C","Epithelial"
-2.25076680492705,-0.036394523930685,"STIC.C","Epithelial"
-2.07617895798321,0.178465658275426,"STIC.C","Epithelial"
12.3647638704109,1.75346042066318,"Cancer (Floating)","Stroma"
3.2104878915599,-1.14857162066784,"STIC.C","Epithelial"
-0.413751610108391,0.308517074395932,"STIC.C","Stroma"
0.398964761547906,-1.37875595402571,"STIC.C","Epithelial"
1.27371813437317,-0.973968465333338,"STIC.C","Epithelial"
-1.26023658032398,-0.49684541944998,"STIC.C","Epithelial"
1.75871138874893,-2.27381556867428,"STIC.C","Epithelial"
-2.28627146278825,-0.133484863688069,"p53 Signature.C","Epithelial"
-1.99944787138496,-0.216140639691888,"p53 Signature.C","Epithelial"
-1.52725329145185,0.149375387737584,"p53 Signature.C","Epithelial"
5.60189285748592,3.35564617745306,"STIC.C","Stroma"
-0.32820464427227,-0.402888269823733,"STIC.C","Epithelial"
-1.61743093295553,-0.183491114569007,"STIC.C","Epithelial"
1.68735647797122,-0.896354515299161,"STIC.C","Stroma"
-0.0868459140064797,0.0268026509212192,"STIC.C","Stroma"
-1.51350953834795,-0.0624189521860977,"STIC.C","Epithelial"
-1.42028946105421,-0.126627414598926,"STIC.C","Epithelial"
-0.455237539221709,2.13478333772896,"FT.C","Epithelial"
-0.819372667525777,1.19769294847534,"FT.C","Epithelial"
-1.91454230709999,0.461102958614599,"FT.C","Epithelial"
